danceability,energy,key,loudness,mode_,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,time_signature,playlist
0.545,0.815,2,-6.871,1,0.0437,0.0803,0.193,0.116,129.126,234360,4,1
0.264,0.122,9,-15.399,1,0.0349,0.885,0.349,0.094,148.658,371320,4,1
0.607,0.862,4,-4.848,0,0.306,0.279,0.0,0.138,93.059,215787,4,1
0.555,0.883,2,-3.426,1,0.0341,0.00114,0.041,0.868,125.02,316718,4,1
0.619,0.577,6,-9.754,1,0.0342,0.239,0.779,0.122,159.844,289200,4,1
0.442,0.193,1,-14.045,1,0.0357,0.995,0.936,0.28,109.572,196267,4,1
0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,138.185,276693,4,1
0.579,0.415,7,-11.599,1,0.0397,0.929,0.0018,0.671,102.713,219093,4,1
0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,154.837,203507,4,1
0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,100.008,213107,4,1
0.398,0.954,6,-7.373,1,0.0715,0.0133,0.000218,0.0891,157.766,148573,4,1
0.225,0.948,9,-2.945,1,0.136,0.00718,0.0,0.25,179.634,188187,4,1
0.55,0.913,9,-3.104,0,0.0661,0.00564,0.0,0.2,126.106,177827,4,1
0.566,0.815,9,-4.481,0,0.14,0.0737,0.0,0.12,169.961,185587,4,1
0.62,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,114.448,180267,4,1
0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,103.408,169027,4,1
0.544,0.636,0,-8.732,1,0.04,0.0508,0.0,0.117,128.91,211533,4,1
0.593,0.468,0,-13.08,0,0.0395,0.414,0.0122,0.283,125.357,604773,4,1
0.678,0.575,5,-6.309,1,0.0347,0.415,0.0,0.0855,124.038,219400,4,1
0.629,0.639,0,-7.962,1,0.24,0.348,0.00148,0.373,93.244,215173,4,1
0.533,0.655,5,-7.775,1,0.166,0.175,0.000505,0.109,87.599,252973,4,1
0.903,0.691,7,-6.123,1,0.303,0.0895,0.0,0.0472,120.012,193241,4,1
0.55,0.826,0,-5.932,1,0.236,0.162,0.00114,0.127,89.762,198533,4,1
0.574,0.926,9,-3.663,0,0.0371,0.00154,0.0,0.136,121.544,208551,4,1
0.644,0.975,11,-3.379,1,0.0511,0.0424,0.000266,0.0991,122.999,206053,4,1
0.638,0.973,11,-3.345,1,0.0529,0.0468,0.000303,0.0708,122.998,207162,4,1
0.628,0.939,5,-4.323,0,0.0551,0.0942,0.000121,0.388,122.984,227804,4,1
0.662,0.805,11,-5.683,1,0.033,0.00299,0.0178,0.237,133.935,216791,4,1
0.348,0.351,0,-9.883,0,0.0344,0.408,0.0,0.055,164.054,229320,4,1
0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,104.545,237027,4,1
0.606,0.924,11,-4.531,0,0.0349,0.00216,3.3e-06,0.24,144.998,206840,4,1
0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-06,0.102,156.073,187187,4,1
0.642,0.873,2,-5.821,1,0.0551,0.00394,0.0,0.175,82.002,192053,4,1
0.562,0.532,0,-8.306,1,0.0669,0.736,2.47e-05,0.155,61.842,176887,4,1
0.505,0.444,7,-7.061,1,0.0387,0.542,1.31e-05,0.12,148.723,200653,4,1
0.735,0.45,8,-9.281,1,0.0346,0.422,0.0,0.108,125.951,201027,4,1
0.489,0.382,8,-8.719,1,0.0315,0.492,0.00232,0.0897,125.161,298093,4,1
0.602,0.598,10,-7.821,0,0.0346,0.48,0.000592,0.101,78.413,216120,4,1
0.639,0.565,5,-9.655,0,0.0318,0.598,0.0167,0.0885,88.582,247880,4,1
0.627,0.32,5,-11.007,1,0.0274,0.857,0.000111,0.127,96.504,309693,3,1
0.421,0.0867,0,-18.732,1,0.037,0.871,0.429,0.115,95.438,265320,4,1
0.871,0.541,9,-6.68,1,0.243,0.342,0.0,0.0789,96.003,252000,4,1
0.532,0.857,8,-3.524,1,0.348,0.234,0.0,0.261,80.198,212147,4,1
0.716,0.805,2,-5.823,1,0.24,0.638,0.0216,0.11,91.009,221597,4,1
0.741,0.794,9,-5.502,0,0.191,0.369,0.00231,0.217,91.042,196200,4,1
0.746,0.716,2,-4.952,1,0.412,0.274,0.0,0.0508,89.994,237667,4,1
0.738,0.876,2,-3.609,1,0.153,0.37,9.75e-06,0.177,90.192,236640,4,1
0.567,0.739,0,-7.489,1,0.52,0.743,0.0,0.118,84.119,277093,4,1
0.591,0.743,1,-6.4,1,0.341,0.679,0.0,0.266,147.839,122013,4,1
0.707,0.468,4,-12.814,1,0.462,0.792,0.0,0.11,91.73,221827,4,1
0.725,0.854,9,-4.105,1,0.0408,0.0956,0.0,0.0763,95.023,354227,4,1
0.55,0.938,11,-3.556,0,0.0522,0.00171,2.18e-05,0.555,133.99,214493,4,1
0.61,0.77,6,-4.136,1,0.0314,0.000229,0.168,0.298,115.982,260920,4,1
0.652,0.825,11,-5.705,1,0.0584,0.00853,9.36e-05,0.114,133.009,246213,4,1
0.552,0.915,4,-3.713,1,0.0559,0.0013,3.74e-05,0.206,90.013,203413,4,1
0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,151.99,186827,4,1
0.383,0.861,4,-2.816,0,0.0777,0.0038,0.0,0.11,176.084,228360,4,1
0.562,0.964,4,-2.991,0,0.072,0.000539,1.57e-06,0.579,138.063,244960,4,1
0.683,0.585,8,-6.76,1,0.0323,0.00819,0.0162,0.0797,115.997,235000,4,1
0.467,0.774,9,-6.569,0,0.0485,0.0616,0.289,0.108,135.006,346693,4,1
0.256,0.679,9,-4.495,0,0.0387,0.00451,0.0409,0.172,158.718,295373,4,1
0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,180.301,281040,4,1
0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,121.61,240213,4,1
0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,128.019,304840,4,1
0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,118.211,237040,4,1
0.532,0.878,5,-4.431,0,0.0326,0.00229,0.000282,0.0771,104.026,231667,4,1
0.416,0.741,7,-4.001,1,0.0335,0.00804,0.0,0.273,160.515,202973,4,1
0.472,0.772,5,-5.928,1,0.0316,0.00658,5.65e-05,0.132,139.993,393480,4,1
0.214,0.931,7,-3.347,0,0.143,0.000705,3.09e-06,0.0797,162.115,348387,4,1
0.499,0.819,10,-6.781,1,0.0347,0.00577,0.00886,0.368,125.976,337453,4,1
0.475,0.875,4,-5.11,1,0.0311,0.00416,9.66e-05,0.222,149.993,201250,4,1
0.58,0.82,0,-5.476,1,0.166,0.118,0.0,0.08,146.979,259267,4,1
0.475,0.906,4,-4.995,0,0.0377,0.0048,0.0,0.0998,79.089,249000,4,1
0.299,0.971,7,-3.118,1,0.142,0.000456,0.0,0.283,184.549,259307,4,1
0.473,0.767,5,-6.383,1,0.0548,0.00116,0.000798,0.109,180.024,328387,4,1
0.474,0.989,7,-4.11,1,0.198,0.000251,9.58e-05,0.328,109.982,220034,4,1
0.455,0.996,0,-3.394,1,0.193,0.000213,6.32e-06,0.412,165.05,243720,4,1
0.429,0.993,0,-3.454,1,0.0962,2.96e-05,0.0,0.328,172.067,239187,4,1
0.416,0.973,7,-4.839,1,0.0912,1.06e-05,0.327,0.0931,93.98,217773,4,1
0.536,0.97,0,-4.82,1,0.051,3.45e-05,3.98e-06,0.193,99.992,204840,4,1
0.432,0.904,10,-3.697,0,0.0432,0.000321,0.00982,0.206,144.401,279240,4,1
0.297,0.877,8,-4.814,1,0.0444,0.000473,2.74e-05,0.0687,115.712,416747,4,1
0.635,0.715,2,-9.216,1,0.025,0.00978,0.0177,0.152,140.002,196893,4,1
0.632,0.51,10,-8.018,1,0.0345,0.564,1.51e-06,0.279,134.024,273893,4,1
0.62,0.788,7,-5.843,1,0.04,0.0842,0.0774,0.108,158.932,238333,4,1
0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,122.688,224320,3,1
0.306,0.926,1,-2.754,0,0.0912,0.000311,0.000644,0.0776,158.47,225067,4,1
0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,143.772,252613,4,1
0.468,0.976,7,-4.013,0,0.0732,5.29e-05,0.00195,0.0931,146.066,234827,4,1
0.686,0.574,5,-6.249,1,0.0404,0.739,0.0,0.109,126.98,184250,4,1
0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,162.065,213933,4,1
0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,105.076,208960,4,1
0.466,0.965,1,-2.597,0,0.0904,0.042,0.0,0.101,95.028,173933,3,1
0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,150.184,184867,4,1
0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,110.006,230253,4,1
0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,140.127,166373,4,1
0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,95.136,157333,4,1
0.542,0.932,4,-4.896,1,0.05,0.0747,0.0,0.613,140.135,164760,4,1
0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,100.021,196907,4,1
0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,117.971,268613,4,1
0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,135.095,162600,4,1
0.574,0.977,9,-4.543,0,0.0524,0.0111,0.0,0.172,110.003,231320,4,1
0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,120.066,296560,4,1
0.487,0.961,4,-4.139,1,0.132,0.0415,1.15e-06,0.553,170.005,231680,4,1
0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,117.971,268613,4,1
0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,120.119,205613,4,1
0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,110.018,185587,4,1
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,105.143,216880,4,1
0.637,0.588,1,-5.93,0,0.0638,0.0711,0.0,0.0917,190.038,250053,4,1
0.73,0.873,5,-4.543,0,0.0403,0.117,0.0,0.368,102.535,239267,4,1
0.532,0.903,0,-5.727,1,0.287,0.0361,0.0,0.379,183.854,293859,4,1
0.805,0.837,10,-4.72,1,0.0369,0.24,5.38e-06,0.186,110.057,228016,4,1
0.776,0.851,5,-4.785,0,0.0657,0.0691,0.0,0.102,97.01,251751,4,1
0.736,0.899,2,-5.648,0,0.24,0.183,0.0,0.0922,124.994,279827,4,1
0.174,0.337,10,-8.767,1,0.0313,0.474,0.000294,0.11,85.574,202547,3,1
0.531,0.825,7,-5.333,0,0.0545,0.00191,0.0,0.329,156.071,171520,4,1
0.506,0.817,11,-5.051,0,0.0335,0.00272,0.0,0.0486,109.952,208707,4,1
0.562,0.904,1,-4.947,1,0.0807,0.00302,0.0,0.0433,94.481,158667,4,1
0.518,0.892,11,-4.249,1,0.221,0.0027,0.0,0.25,160.117,180267,4,1
0.49,0.848,9,-5.05,1,0.0645,0.00043,8.49e-06,0.0665,175.998,196520,4,1
0.688,0.528,6,-6.854,1,0.282,0.783,0.0,0.24,89.016,176065,4,1
0.725,0.441,0,-9.709,1,0.0906,0.438,0.000801,0.117,78.996,261834,4,1
0.66,0.551,6,-6.936,0,0.0683,0.809,0.0,0.179,89.165,108560,4,1
0.486,0.365,8,-8.939,1,0.0418,0.855,0.0,0.0897,90.68,167613,4,1
0.405,0.91,9,-5.234,1,0.128,0.000499,0.0,0.0739,196.444,178267,4,1
0.49,0.193,11,-9.544,1,0.0421,0.862,9.74e-06,0.113,89.154,189507,4,1
0.345,0.0581,3,-17.217,1,0.0374,0.976,0.000366,0.103,174.117,189507,4,1
0.47,0.474,5,-9.406,1,0.0262,0.0643,0.0,0.0645,170.173,247773,4,1
0.651,0.764,11,-6.403,1,0.0341,0.00121,1.14e-05,0.079,110.022,227813,4,1
0.304,0.516,4,-7.004,0,0.0272,0.882,0.0371,0.0968,91.476,227547,3,1
0.676,0.855,11,-7.672,0,0.111,0.00127,0.00111,0.301,127.945,175427,4,1
0.747,0.751,0,-9.607,0,0.25,0.0471,0.0,0.746,126.045,208827,4,1
0.718,0.655,11,-8.252,0,0.214,0.133,1.87e-06,0.229,112.968,249520,4,1
0.547,0.486,10,-9.855,1,0.0976,0.196,1.73e-06,0.321,136.893,158960,4,1
0.662,0.824,8,-8.016,1,0.102,0.0212,0.000149,0.343,150.011,189027,4,1
0.838,0.743,11,-9.098,0,0.332,0.031,0.0,0.0852,138.02,239227,4,1
0.642,0.628,0,-7.454,1,0.195,0.0826,6.43e-06,0.261,126.562,218653,4,1
0.556,0.668,0,-9.569,0,0.031,0.00569,0.873,0.238,102.007,229320,4,1
0.847,0.69,10,-8.053,0,0.163,0.00373,9.28e-06,0.0597,137.012,225053,4,1
0.459,0.363,8,-12.522,1,0.144,0.0806,1.38e-05,0.113,102.574,180533,4,1
0.68,0.651,5,-9.113,0,0.141,0.195,0.00228,0.276,110.018,210933,4,1
0.461,0.628,4,-9.046,0,0.169,0.1,0.0,0.198,143.055,213933,4,1
0.79,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,119.951,206067,4,1
0.733,0.818,10,-7.222,0,0.0859,0.0241,0.0,0.0636,116.019,232147,4,1
0.56,0.742,9,-3.944,1,0.0241,0.413,0.0123,0.132,92.967,303693,4,1
0.575,0.86,8,-4.539,1,0.0457,0.0018,0.0,0.416,110.003,178541,4,1
0.562,0.904,1,-4.947,1,0.0807,0.00302,0.0,0.0433,94.481,158667,4,1
0.559,0.895,1,-4.476,0,0.0832,0.0154,0.0,0.175,183.825,213093,4,1
0.455,0.91,2,-4.464,1,0.166,0.000247,0.0,0.107,114.109,198040,4,1
0.578,0.886,11,-4.348,1,0.0633,0.011,0.0,0.143,80.008,180627,4,1
0.3,0.273,7,-11.504,1,0.0526,0.657,0.832,0.516,67.06,459467,3,1
0.809,0.304,9,-6.852,1,0.105,0.827,0.0,0.081,111.681,162960,4,1
0.389,0.889,9,-6.546,1,0.0442,0.0415,0.0,0.463,171.121,358427,4,1
0.671,0.744,9,-6.597,1,0.185,0.161,0.0,0.0777,174.382,241147,4,1
0.49,0.64,10,-8.566,1,0.0385,0.654,1.81e-05,0.108,99.61,346733,4,1
0.451,0.364,10,-11.798,1,0.0732,0.189,0.00252,0.094,68.169,238253,3,1
0.587,0.56,6,-7.426,1,0.0646,0.351,0.0,0.102,76.93,302800,4,1
0.627,0.783,1,-5.711,1,0.0841,0.132,0.0,0.0456,201.003,244747,4,1
0.449,0.572,9,-6.162,0,0.0303,0.398,0.0,0.0815,135.358,239747,4,1
0.35,0.0951,4,-14.8,1,0.0373,0.92,0.0,0.0989,96.516,249213,1,1
0.337,0.411,9,-9.681,0,0.0295,0.74,0.0,0.0925,141.899,218320,5,1
0.509,0.665,11,-6.313,1,0.03,0.321,0.0,0.11,154.291,226013,4,1
0.714,0.621,7,-7.935,1,0.0824,0.0296,1.35e-06,0.324,91.248,235333,4,1
0.556,0.521,11,-6.73,0,0.118,0.584,0.0,0.0711,90.132,276613,4,1
0.797,0.453,8,-10.498,1,0.104,0.249,0.00105,0.117,95.623,289120,4,1
0.736,0.649,6,-6.952,0,0.101,0.229,0.0,0.076,78.158,249493,4,1
0.73,0.874,9,-4.791,1,0.0545,0.00727,0.0116,0.0672,128.055,268125,4,1
0.52,0.803,0,-11.535,1,0.0579,0.0934,0.0479,0.976,106.962,277947,4,1
0.802,0.603,4,-7.453,0,0.134,0.471,0.0,0.14,126.381,195653,4,1
0.653,0.456,2,-7.831,1,0.0298,0.756,0.355,0.121,114.906,258787,4,1
0.552,0.511,8,-8.264,1,0.0349,0.445,2.22e-06,0.105,116.697,250280,4,1
0.553,0.908,4,-3.689,0,0.0356,0.00332,1.01e-05,0.136,140.03,208893,4,1
0.429,0.501,7,-6.339,0,0.0285,0.584,0.000322,0.12,87.114,215440,4,1
0.698,0.827,6,-4.755,1,0.0328,0.00724,0.0,0.0896,104.004,266623,4,1
0.698,0.715,11,-4.908,1,0.0269,0.211,0.000209,0.0915,100.015,222040,4,1
0.663,0.876,4,-4.937,0,0.0481,0.0013,2.01e-05,0.191,135.043,240465,4,1
0.279,0.423,4,-12.06,1,0.038,0.00957,0.837,0.128,101.571,231893,4,1
0.0632,0.422,4,-11.836,0,0.0364,0.086,0.234,0.0955,68.377,359120,5,1
0.251,0.238,4,-17.156,0,0.0345,0.798,0.922,0.132,144.394,406080,4,1
0.192,0.33,11,-9.373,0,0.0349,0.394,0.851,0.0929,132.907,244173,4,1
0.508,0.289,8,-16.771,0,0.0301,0.615,0.829,0.126,146.426,215253,4,1
0.581,0.862,6,-2.659,0,0.0458,0.333,0.0,0.141,132.119,202587,4,1
0.599,0.662,9,-7.217,1,0.0381,0.0553,0.144,0.102,129.027,219029,4,1
0.494,0.817,9,-5.239,0,0.0644,0.141,0.805,0.108,151.972,228259,4,1
0.569,0.68,9,-6.641,0,0.0284,0.348,0.008,0.116,122.032,224184,4,1
0.541,0.632,11,-5.958,0,0.0255,0.134,0.628,0.0314,98.898,245077,4,1
0.429,0.921,11,-4.636,0,0.0685,0.0119,0.547,0.113,191.867,216224,4,1
0.605,0.405,9,-10.432,0,0.0285,0.378,0.286,0.119,82.015,193508,3,1
0.419,0.684,3,-5.558,1,0.0262,0.428,0.875,0.137,177.823,226343,4,1
0.47,0.924,2,-4.424,1,0.08,0.0304,0.914,0.17,161.507,219908,4,1
0.525,0.616,2,-6.668,1,0.0277,0.0936,0.0307,0.288,114.005,220872,4,1
0.519,0.695,11,-5.705,0,0.0268,0.291,0.00447,0.0616,88.486,255496,4,1
0.309,0.256,2,-8.047,1,0.0288,0.933,0.285,0.126,152.367,230221,3,1
0.466,0.641,9,-6.254,1,0.0269,0.256,0.000989,0.0863,171.917,235817,4,1
0.555,0.391,0,-8.085,0,0.0444,0.326,0.0,0.315,117.451,177349,4,1
0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,73.203,155507,4,1
0.434,0.992,2,-5.744,1,0.0536,0.000283,0.968,0.322,140.025,93240,4,1
0.42,0.777,4,-5.936,0,0.0314,0.567,0.793,0.174,143.946,310813,3,1
0.567,0.946,2,-3.973,0,0.0935,0.00267,0.0,0.0567,94.985,245573,4,1
0.532,0.953,8,-5.667,1,0.0394,0.000104,0.00765,0.119,142.016,261573,4,1
0.541,0.968,0,-4.129,1,0.0396,0.000248,8.28e-06,0.423,125.04,311813,4,1
0.576,0.906,2,-7.677,1,0.0571,0.000332,0.0614,0.0908,127.935,323800,4,1
0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,85.794,248467,4,1
0.672,0.397,8,-8.804,1,0.381,0.627,0.0,0.54,105.71,320680,4,1
0.236,0.971,6,-3.98,0,0.0987,0.000759,3.87e-05,0.172,159.001,239960,4,1
0.213,0.943,3,-3.817,0,0.125,0.000608,0.000307,0.175,183.142,278347,3,1
0.457,0.219,8,-15.325,0,0.0385,0.545,0.00098,0.0681,168.55,323067,5,1
0.203,0.112,11,-18.029,0,0.0418,0.936,0.935,0.126,72.483,106960,4,1
0.119,0.182,4,-23.807,1,0.0629,0.925,0.934,0.0802,70.488,219282,3,1
0.187,0.0338,1,-29.416,0,0.0378,0.965,0.981,0.105,68.409,100846,4,1
0.174,0.115,11,-25.492,0,0.037,0.954,0.923,0.0933,120.841,140611,4,1
0.212,0.184,1,-22.0,0,0.0374,0.956,0.949,0.12,129.099,365197,3,1
0.243,0.0971,4,-22.313,0,0.0322,0.935,0.942,0.0989,67.202,100372,4,1
0.34,0.386,4,-16.785,0,0.0378,0.889,0.905,0.252,151.964,256819,3,1
0.197,0.146,11,-26.23,0,0.041,0.328,0.892,0.11,82.876,66707,3,1
0.102,0.105,2,-23.772,0,0.032,0.86,0.905,0.0958,89.691,254428,3,1
0.123,0.194,5,-23.232,0,0.0452,0.277,0.876,0.345,66.894,161588,5,1
0.169,0.132,2,-23.625,0,0.038,0.918,0.927,0.108,67.793,84770,4,1
0.0999,0.369,2,-16.16,0,0.0502,0.885,0.898,0.0973,78.673,371514,3,1
0.0747,0.266,11,-15.495,0,0.0396,0.747,0.963,0.113,176.856,126370,4,1
0.109,0.186,11,-20.265,0,0.0342,0.933,0.851,0.128,154.838,118842,3,1
0.0678,0.224,11,-21.218,0,0.0413,0.888,0.533,0.111,73.999,136963,4,1
0.167,0.434,9,-19.593,0,0.0706,0.446,0.882,0.265,130.721,218781,3,1
0.159,0.277,11,-14.88,0,0.039,0.864,0.933,0.0691,107.093,430151,4,1
0.155,0.275,11,-14.345,0,0.0345,0.874,0.00654,0.146,82.484,286000,3,1
0.608,0.177,5,-15.387,0,0.0387,0.873,0.485,0.134,102.745,317672,4,1
0.457,0.899,10,-2.591,0,0.132,0.0019,0.0,0.831,147.268,215510,4,1
0.439,0.447,10,-8.318,0,0.0436,0.111,0.0,0.303,121.48,177029,4,1
0.607,0.827,1,-3.402,1,0.0464,0.00844,6.31e-06,0.336,110.917,228947,3,1
0.645,0.686,0,-7.242,1,0.0442,0.14,0.0095,0.365,132.563,138067,4,1
0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,169.021,243491,4,1
0.737,0.476,4,-5.825,0,0.0262,0.0908,5.39e-05,0.0968,90.028,195743,4,1
0.642,0.901,1,-3.688,0,0.0773,0.0168,1.97e-06,0.0887,100.039,202145,4,1
0.644,0.641,7,-7.501,0,0.305,0.403,0.0,0.5,127.824,207876,4,1
0.328,0.633,7,-5.699,1,0.0761,0.183,1.44e-06,0.0703,186.598,198711,3,1
0.914,0.64,7,-3.512,1,0.0738,0.00365,0.0,0.258,112.254,295827,4,1
0.606,0.887,1,-6.085,1,0.0814,0.00712,0.843,0.217,155.994,180272,4,1
0.386,0.562,10,-4.363,1,0.03,0.175,9.17e-06,0.209,72.945,363114,4,1
0.525,0.505,9,-12.494,1,0.0778,0.146,0.0175,0.119,179.638,227533,4,1
0.199,0.25,7,-14.521,1,0.0395,0.897,0.716,0.182,108.855,190136,4,1
0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,158.066,250547,4,1
0.502,0.978,7,-3.278,1,0.0649,0.000163,1.27e-06,0.287,138.811,126573,4,1
0.842,0.689,2,-4.258,1,0.234,0.0361,0.0,0.277,99.01,251533,4,1
0.484,0.0821,9,-20.509,0,0.0531,0.961,0.0874,0.11,118.922,253418,4,1
0.488,0.824,2,-7.878,1,0.0823,0.0112,0.0,0.348,134.814,255382,4,1
0.672,0.441,1,-9.065,0,0.0268,0.00991,6.7e-06,0.109,115.059,252162,4,1
